INPUT:id	INPUT:url	INPUT:name	INPUT:text	INPUT:title	OUTPUT:no_per	OUTPUT:result	GOLDEN:no_per	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
8	https://ilibrary.ru/text/1099/p.2/index.html	Степан Аркадьевич Облонский	"— Матвей, сестра Анна Аркадьевна будет завтра, — сказал он, остановив на минуту глянцевитую, пухлую ручку цирюльника, расчищавшую розовую дорогу между длинными кудрявыми бакенбардами.
— Слава Богу, — сказал Матвей, этим ответом показывая, что он понимает так же, как и барин, значение этого приезда, то есть что Анна Аркадьевна, любимая сестра Степана Аркадьича, может содействовать примирению мужа с женой.
— Одни или с супругом? — спросил Матвей.
Степан Аркадьич не мог говорить, так как цирюльник занят был верхней губой, и поднял один палец. Матвей в зеркало кивнул головой.
— Одни. Наверху приготовить?
— Дарье Александровне доложи, где прикажут.
— Дарье Александровне? — как бы с сомнением повторил Матвей.
— Да, доложи. И вот возьми телеграмму, передай, что они скажут.
«Попробовать хотите», — понял Матвей, но он сказал только:
— Слушаю-с.
Степан Аркадьич уже был умыт и расчесан и сбирался одеваться, когда Матвей, медленно ступая поскрипывающими сапогами по мягкому ковру, с телеграммой в руке, вернулся в комнату. Цирюльника уже не было.
— Дарья Александровна приказали доложить, что они уезжают. Пускай делают, как им, вам то есть, угодно, — сказал он, смеясь только глазами, и, положив руки в карманы и склонив голову набок, уставился на барина.
Степан Аркадьич помолчал. Потом добрая и несколько жалкая улыбка показалась на его красивом лице.
— А? Матвей? — сказал он, покачивая головой."	Анна Каренина		"{""label"":""pro""\,""offset"":56\,""length"":2\,""segment"":""он""},{""label"":""per_oblique""\,""offset"":270\,""length"":5\,""segment"":""барин""},{""label"":""per""\,""offset"":345\,""length"":17\,""segment"":""Степана Аркадьича""},{""label"":""per""\,""offset"":452\,""length"":15\,""segment"":""Степан Аркадьич""},{""label"":""per_oblique""\,""offset"":826\,""length"":2\,""segment"":""он""},{""label"":""per""\,""offset"":858\,""length"":15\,""segment"":""Степан Аркадьич""},{""label"":""per_oblique""\,""offset"":1142\,""length"":3\,""segment"":""вам""},{""label"":""per""\,""offset"":1271\,""length"":15\,""segment"":""Степан Аркадьич""},{""label"":""pro""\,""offset"":1350\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":1392\,""length"":2\,""segment"":""он""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa588f3d101946d95e2b46	0002427d51--63f9e6a76e98d13e2ac08c5f	0002427d51--63fa588f3d101946d95e2b46	46f74bf71e87693862d6d876019e8d90	SUBMITTED	2023-02-25T18:50:55.038		
4	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Анна Павловна Шерер	- Ах, не говорите мне про Австрию! Я ничего не понимаю, может быть, но Австрия никогда не хотела и не хочет войны. Она предает нас. Россия одна должна быть спасительницей Европы. Наш благодетель знает свое высокое призвание и будет верен ему. Вот одно, во что я верю. Нашему доброму и чудному государю предстоит величайшая роль в мире, и он так добродетелен и хорош, что Бог не оставит его, и он исполнит свое призвание задавить гидру революции, которая теперь еще ужаснее в лице этого убийцы и злодея. Мы одни должны искупить кровь праведника... На кого нам надеяться, я вас спрашиваю?... Англия с своим коммерческим духом не поймет и не может понять всю высоту души императора Александра. Она отказалась очистить Мальту. Она хочет видеть, ищет заднюю мысль наших действий. Что они сказали Новосильцову?... Ничего. Они не поняли, они не могут понять самоотвержения нашего императора, который ничего не хочет для себя и всё хочет для блага мира. И что они обещали? Ничего. И что обещали, и того не будет! Пруссия уж объявила, что Бонапарте непобедим и что вся Европа ничего не может против него... И я не верю ни в одном слове ни Гарденбергу, ни Гаугвицу. Этот пресловутый нейтралитет Пруссии - только западня. Я верю в одного Бога и в высокую судьбу нашего милого императора. Он спасет Европу!... - Она вдруг остановилась с улыбкою насмешки над своею горячностью.	Война и мир		"{""label"":""pro""\,""offset"":18\,""length"":3\,""segment"":""мне""},{""label"":""pro""\,""offset"":35\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":260\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":570\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":1100\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":1211\,""length"":2\,""segment"":""Я ""},{""label"":""pro""\,""offset"":1300\,""length"":3\,""segment"":""Она""},{""label"":""pro""\,""offset"":1346\,""length"":5\,""segment"":""своею""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa58d9237ce11eb62c721a	0002427d51--63f9e69d6e98d13e2ac08b3f	0002427d51--63fa58d9237ce11eb62c721a	a1e620b85542c283f46607e1a88d5bdb	SUBMITTED	2023-02-25T18:52:09.173		
13	https://ilibrary.ru/text/69/p.1/index.html	Алёна Ивановна, старуха-процентщица	"— Ну тогда и будем говорить, батюшка.
— Прощайте-с... А вы всё дома одни сидите, сестрицы-то нет? — спросил он как можно развязнее, выходя в переднюю.
— А вам какое до нее, батюшка, дело?
— Да ничего особенного. Я так спросил. Уж вы сейчас... Прощайте, Алена Ивановна!
Раскольников вышел в решительном смущении. Смущение это всё более и более увеличивалось. Сходя по лестнице, он несколько раз даже останавливался, как будто чем-то внезапно пораженный. И наконец, уже на улице, он воскликнул:
«О боже! как это всё отвратительно! И неужели, неужели я... нет, это вздор, это нелепость! — прибавил он решительно. — И неужели такой ужас мог прийти мне в голову? На какую грязь способно, однако, мое сердце! Главное: грязно, пакостно, гадко, гадко!.. И я, целый месяц...»
Но он не мог выразить ни словами, ни восклицаниями своего волнения. Чувство бесконечного отвращения, начинавшее давить и мутить его сердце еще в то время, как он только шел к старухе, достигло теперь такого размера и так ярко выяснилось, что он не знал, куда деться от тоски своей. Он шел по тротуару как пьяный, не замечая прохожих и сталкиваясь с ними, и опомнился уже в следующей улице."	Преступление и наказание		"{""label"":""pro""\,""offset"":57\,""length"":2\,""segment"":""вы""},{""label"":""pro""\,""offset"":233\,""length"":2\,""segment"":""вы""},{""label"":""per""\,""offset"":256\,""length"":14\,""segment"":""Алена Ивановна""},{""label"":""per_oblique""\,""offset"":948\,""length"":7\,""segment"":""старухе""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa58dc237ce11eb62c7236	0002427d51--63f9e6b86e98d13e2ac08e6d	0002427d51--63fa58dc237ce11eb62c7236	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED	2023-02-25T18:52:12.571		
8	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	князь Андрей Болконский, сын Николая Андреевича Болконского	"- Вы никогда не думали о том, чтобы женить вашего блудного сына Анатоля? Говорят, - сказала она, - что старые девицы имеют манию женить. Я еще не чувствую за собою этой слабости, но у меня есть одна маленькая особа , которая очень несчастлива с отцом, наша родственница, княжна Болконская. - Князь Василий не отвечал, хотя с свойственною светским людям быстротой соображения и памяти показал движением головы, что он принял к соображению эти сведения.
- Нет, вы знаете ли, что этот Анатоль мне стоит 40.000 в год, - сказал он, видимо, не в силах удерживать печальный ход своих мыслей. Он помолчал.
- Что будет через пять лет, если это пойдет так? Вот выгода быть отцом. Она богата, ваша княжна?
- Отец очень богат и скуп. Он живет в деревне. Знаете, этот известный князь Болконский, отставленный еще при покойном императоре и прозванный прусским королем. Он очень умный человек, но со странностями и тяжелый. Бедняжка несчастлива, как камни. У нее брат, вот что недавно женился на Lise Мейнен, адъютант Кутузова. Он будет нынче у меня.
- Послушайте, милая Аннет, - сказал князь, взяв вдруг свою собеседницу за руку и пригибая ее почему-то книзу. - Устройте мне это дело, и я навсегда ваш вернейший раб как пишет мне мой староста донесенья: покой-ер-п!. Она хорошей фамилии и богата. Всё, что мне нужно."	Война и мир		"{""label"":""per""\,""offset"":768\,""length"":16\,""segment"":""князь Болконский""},{""label"":""pro""\,""offset"":858\,""length"":2\,""segment"":""Он""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa59308b2e143ff7efdf26	0002427d51--63f9e6a16e98d13e2ac08ba0	0002427d51--63fa59308b2e143ff7efdf26	46f74bf71e87693862d6d876019e8d90	SUBMITTED	2023-02-25T18:53:36.253		
12	https://ilibrary.ru/text/69/p.1/index.html	Алёна Ивановна, старуха-процентщица	"Старуха полезла в карман за ключами и пошла в другую комнату за занавески. Молодой человек, оставшись один среди комнаты, любопытно прислушивался и соображал. Слышно было, как она отперла комод. «Должно быть, верхний ящик, — соображал он. — Ключи она, стало быть, в правом кармане носит... Все на одной связке, в стальном кольце... И там один ключ есть всех больше, втрое, с зубчатою бородкой, конечно, не от комода... Стало быть, есть еще какая-нибудь шкатулка, али укладка... Вот это любопытно. У укладок всё такие ключи... А впрочем, как это подло всё...»
Старуха воротилась.
— Вот-с, батюшка: коли по гривне в месяц с рубля, так за полтора рубля причтется с вас пятнадцать копеек, за месяц вперед-с. Да за два прежних рубля с вас еще причитается по сему же счету вперед двадцать копеек. А всего, стало быть, тридцать пять. Приходится же вам теперь всего получить за часы ваши рубль пятнадцать копеек. Вот получите-с.
— Как! так уж теперь рубль пятнадцать копеек!
— Точно так-с.
Молодой человек спорить не стал и взял деньги. Он смотрел на старуху и не спешил уходить, точно ему еще хотелось что-то сказать или сделать, но как будто он и сам не знал, что именно...
— Я вам, Алена Ивановна, может быть, на днях, еще одну вещь принесу... серебряную... хорошую... папиросочницу одну... вот как от приятеля ворочу... — Он смутился и замолчал."	Преступление и наказание		"{""label"":""per_oblique""\,""offset"":0\,""length"":7\,""segment"":""Старуха""},{""label"":""pro""\,""offset"":176\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":247\,""length"":3\,""segment"":""она""},{""label"":""per_oblique""\,""offset"":560\,""length"":7\,""segment"":""Старуха""},{""label"":""per_oblique""\,""offset"":1048\,""length"":7\,""segment"":""старуху""},{""label"":""pro""\,""offset"":1178\,""length"":3\,""segment"":""вам""},{""label"":""per""\,""offset"":1183\,""length"":14\,""segment"":""Алена Ивановна""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa594f2f78a41a81c5904f	0002427d51--63f9e6b86e98d13e2ac08e63	0002427d51--63fa594f2f78a41a81c5904f	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED	2023-02-25T18:54:07.669		
5	https://ilibrary.ru/text/1099/p.2/index.html	Степан Аркадьевич Облонский	"Глава 2
Степан Аркадьич был человек правдивый в отношении к себе самому. Он не мог обманывать себя и уверять себя, что он раскаивается в своем поступке. Он не мог раскаиваться теперь в том, в чем он раскаивался когда-то лет шесть тому назад, когда он сделал первую неверность жене. Он не мог раскаиваться в том, что он, тридцатичетырехлетний, красивый, влюбчивый человек, не был влюблен в жену, мать пяти живых и двух умерших детей, бывшую только годом моложе его. Он раскаивался только в том, что не умел лучше скрыть от жены. Но он чувствовал всю тяжесть своего положения и жалел жену, детей и себя. Может быть, он сумел бы лучше скрыть свои грехи от жены, если б ожидал, что это известие так на нее подействует. Ясно он никогда не обдумывал этого вопроса, но смутно ему представлялось, что жена давно догадывается, что он не верен ей, и смотрит на это сквозь пальцы. Ему даже казалось, что она, истощенная, состарившаяся, уже некрасивая женщина и ничем не замечательная, простая, только добрая мать семейства, по чувству справедливости должна быть снисходительна. Оказалось совсем противное."	Анна Каренина		"{""label"":""per""\,""offset"":9\,""length"":15\,""segment"":""Степан Аркадьич""},{""label"":""per_oblique""\,""offset"":29\,""length"":17\,""segment"":""человек правдивый""},{""label"":""pro""\,""offset"":61\,""length"":4\,""segment"":""себе""},{""label"":""pro""\,""offset"":74\,""length"":2\,""segment"":""Он""},{""label"":""pro""\,""offset"":95\,""length"":4\,""segment"":""себя""},{""label"":""pro""\,""offset"":110\,""length"":4\,""segment"":""себя""},{""label"":""pro""\,""offset"":120\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":154\,""length"":2\,""segment"":""Он""},{""label"":""pro""\,""offset"":197\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":249\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":283\,""length"":2\,""segment"":""Он""},{""label"":""pro""\,""offset"":317\,""length"":2\,""segment"":""он""},{""label"":""per_oblique""\,""offset"":321\,""length"":50\,""segment"":""тридцатичетырехлетний\, красивый\, влюбчивый человек""},{""label"":""pro""\,""offset"":461\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":466\,""length"":2\,""segment"":""Он""},{""label"":""pro""\,""offset"":532\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":558\,""length"":6\,""segment"":""своего""},{""label"":""pro""\,""offset"":597\,""length"":4\,""segment"":""себя""},{""label"":""pro""\,""offset"":615\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":640\,""length"":4\,""segment"":""свои""},{""label"":""pro""\,""offset"":721\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":770\,""length"":3\,""segment"":""ему""},{""label"":""pro""\,""offset"":823\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":871\,""length"":3\,""segment"":""Ему""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa59998a8f250c5748de72	0002427d51--63f9e6a56e98d13e2ac08c22	0002427d51--63fa59998a8f250c5748de72	46f74bf71e87693862d6d876019e8d90	SUBMITTED	2023-02-25T18:55:21.754		
8	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Князь Василий Курагин	"- Вы никогда не думали о том, чтобы женить вашего блудного сына Анатоля? Говорят, - сказала она, - что старые девицы имеют манию женить. Я еще не чувствую за собою этой слабости, но у меня есть одна маленькая особа , которая очень несчастлива с отцом, наша родственница, княжна Болконская. - Князь Василий не отвечал, хотя с свойственною светским людям быстротой соображения и памяти показал движением головы, что он принял к соображению эти сведения.
- Нет, вы знаете ли, что этот Анатоль мне стоит 40.000 в год, - сказал он, видимо, не в силах удерживать печальный ход своих мыслей. Он помолчал.
- Что будет через пять лет, если это пойдет так? Вот выгода быть отцом. Она богата, ваша княжна?
- Отец очень богат и скуп. Он живет в деревне. Знаете, этот известный князь Болконский, отставленный еще при покойном императоре и прозванный прусским королем. Он очень умный человек, но со странностями и тяжелый. Бедняжка несчастлива, как камни. У нее брат, вот что недавно женился на Lise Мейнен, адъютант Кутузова. Он будет нынче у меня.
- Послушайте, милая Аннет, - сказал князь, взяв вдруг свою собеседницу за руку и пригибая ее почему-то книзу. - Устройте мне это дело, и я навсегда ваш вернейший раб как пишет мне мой староста донесенья: покой-ер-п!. Она хорошей фамилии и богата. Всё, что мне нужно."	Война и мир		"{""label"":""pro""\,""offset"":2\,""length"":2\,""segment"":""Вы""},{""label"":""per""\,""offset"":292\,""length"":13\,""segment"":""Князь Василий""},{""label"":""pro""\,""offset"":414\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":460\,""length"":2\,""segment"":""вы""},{""label"":""pro""\,""offset"":524\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":572\,""length"":5\,""segment"":""своих""},{""label"":""pro""\,""offset"":586\,""length"":2\,""segment"":""Он""},{""label"":""per_oblique""\,""offset"":1076\,""length"":5\,""segment"":""князь""},{""label"":""pro""\,""offset"":1177\,""length"":1\,""segment"":""я""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa5a22870fa13968a06edf	0002427d51--63f9e6a06e98d13e2ac08b88	0002427d51--63fa5a22870fa13968a06edf	46f74bf71e87693862d6d876019e8d90	SUBMITTED	2023-02-25T18:57:38.341		
14	https://ilibrary.ru/text/12/p.6/index.html	Григорий Печорин	Молча с Грушницким спустились мы с горы и прошли по бульвару, мимо окон дома, где скрылась наша красавица. Она сидела у окна. Грушницкий, дернув меня за руку, бросил на нее один из тех мутно-нежных взглядов, которые так мало действуют на женщин. Я навел на нее лорнет и заметил, что она от его взгляда улыбнулась, а что мой дерзкий лорнет рассердил ее не на шутку. И как, в самом деле, смеет кавказский армеец наводить стеклышко на московскую княжну?..	Герой нашего времени		"{""label"":""pro""\,""offset"":145\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":246\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":320\,""length"":3\,""segment"":""мой""},{""label"":""per_oblique""\,""offset"":392\,""length"":17\,""segment"":""кавказский армеец""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa5c242f78a41a81c5bf2c	0002427d51--63f9e83dbcb5d37e2acac7aa	0002427d51--63fa5c242f78a41a81c5bf2c	a1e620b85542c283f46607e1a88d5bdb	SUBMITTED	2023-02-25T19:06:12.146		
1	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Анна Павловна Шерер	"- Ну, что, князь, Генуа и Лукка стали не больше, как поместьями фамилии Бонапарте. Нет, я вас предупреждаю, если вы мне не скажете, что у нас война, если вы еще позволите себе защищать все гадости, все ужасы этого Антихриста (право, я верю, что он Антихрист) - я вас больше не знаю, вы уж не друг мой, вы уж не мой верный раб, как вы говорите. Ну, здравствуйте, здравствуйте. Я вижу, что я вас пугаю, садитесь и рассказывайте.
Так говорила в июле 1805 года известная Анна Павловна Шерер, фрейлина и приближенная императрицы Марии Феодоровны, встречая важного и чиновного князя Василия, первого приехавшего на ее вечер. Анна Павловна кашляла несколько дней, у нее был грипп , как она говорила (грипп был тогда новое слово, употреблявшееся только редкими). В записочках, разосланных утром с красным лакеем, было написано без различия во всех:
Если y вас, граф (или князь), нет в виду ничего лучшего и если перспектива вечера у бедной больной не слишком вас пугает, то я буду очень рада видеть вас нынче у себя между семью и десятью часами. Анна Шерер."	Война и мир		"{""label"":""pro""\,""offset"":88\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":116\,""length"":3\,""segment"":""мне""},{""label"":""pro""\,""offset"":233\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":261\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":311\,""length"":3\,""segment"":""мой""},{""label"":""pro""\,""offset"":376\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":388\,""length"":1\,""segment"":""я""},{""label"":""per""\,""offset"":468\,""length"":19\,""segment"":""Анна Павловна Шерер""},{""label"":""per_oblique""\,""offset"":489\,""length"":52\,""segment"":""фрейлина и приближенная императрицы Марии Феодоровны""},{""label"":""pro""\,""offset"":610\,""length"":2\,""segment"":""ее""},{""label"":""per""\,""offset"":620\,""length"":13\,""segment"":""Анна Павловна""},{""label"":""pro""\,""offset"":660\,""length"":3\,""segment"":""нее""},{""label"":""pro""\,""offset"":680\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":968\,""length"":1\,""segment"":""я""},{""label"":""per""\,""offset"":1040\,""length"":10\,""segment"":""Анна Шерер""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa6706fea63d24c74fcab7	0002427d51--63f9e69c6e98d13e2ac08b0d	0002427d51--63fa6706fea63d24c74fcab7	4d9d450e2a627af9c3781e165434d355	SUBMITTED	2023-02-25T19:52:38.418		
1	https://ilibrary.ru/text/12/p.6/index.html	Григорий Печорин	"ЧАСТЬ ВТОРАЯ
(Окончание журнала Печорина)
II
Княжна Мери
11-го мая.
Вчера я приехал в Пятигорск, нанял квартиру на краю города, на самом высоком месте, у подошвы Машука: во время грозы облака будут спускаться до моей кровли. Нынче в пять часов утра, когда я открыл окно, моя комната наполнилась запахом цветов, растуших в скромном палисаднике. Ветки цветущих черешен смотрят мне в окна, и ветер иногда усыпает мой письменный стол их белыми лепестками. Вид с трех сторон у меня чудесный. На запад пятиглавый Бешту синеет, как «последняя туча рассеянной бури»; на север поднимается Машук, как мохнатая персидская шапка, и закрывает всю эту часть небосклона; на восток смотреть веселее: внизу передо мною пестреет чистенький, новенький городок, шумят целебные ключи, шумит разноязычная толпа, — а там, дальше, амфитеатром громоздятся горы все синее и туманнее, а на краю горизонта тянется серебряная цепь снеговых вершин, начинаясь Казбеком и оканчиваясь двуглавым Эльборусом... Весело жить в такой земле! Какое-то отрадное чувство разлито во всех моих жилах. Воздух чист и свеж, как поцелуй ребенка; солнце ярко, небо сине — чего бы, кажется, больше? — зачем тут страсти, желания, сожаления?.. Однако пора. Пойду к Елизаветинскому источнику: там, говорят, утром собирается все водяное общество."	Герой нашего времени		"{""label"":""pro""\,""offset"":79\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":217\,""length"":4\,""segment"":""моей""},{""label"":""pro""\,""offset"":261\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":276\,""length"":3\,""segment"":""моя""},{""label"":""pro""\,""offset"":380\,""length"":3\,""segment"":""мне""},{""label"":""pro""\,""offset"":415\,""length"":3\,""segment"":""мой""},{""label"":""pro""\,""offset"":477\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":702\,""length"":4\,""segment"":""мною""},{""label"":""pro""\,""offset"":1050\,""length"":4\,""segment"":""моих""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa67a6870fa13968a1c706	0002427d51--63f9e833bcb5d37e2acac6d2	0002427d51--63fa67a6870fa13968a1c706	4d9d450e2a627af9c3781e165434d355	SUBMITTED	2023-02-25T19:55:18.250		
7	https://ilibrary.ru/text/96/p.2/index.html	Николай Петрович Кирсанов	"— Надеюсь, любезнейший Евгений Васильич, что вы не соскучитесь у нас, — продолжал Николай Петрович.
Тонкие губы Базарова чуть тронулись; но он ничего не отвечал и только приподнял фуражку. Его темно-белокурые волосы, длинные и густые, не скрывали крупных выпуклостей просторного черепа.
— Так как же, Аркадий, — заговорил опять Николай Петрович, оборачиваясь к сыну, — сейчас закладывать лошадей, что ли? Или вы отдохнуть хотите?
— Дома отдохнем, папаша; вели закладывать.
— Сейчас, сейчас, — подхватил отец. — Эй, Петр, слышишь? Распорядись, братец, поживее.
Петр, который в качестве усовершенствованного слуги не подошел к ручке барича, а только издали поклонился ему, снова скрылся под воротами.
— Я здесь с коляской, но и для твоего тарантаса есть тройка, — хлопотливо говорил Николай Петрович, между тем как Аркадий пил воду из железного ковшика, принесенного хозяйкой постоялого двора, а Базаров закурил трубку и подошел к ямщику, отпрягавшему лошадей, — только коляска двухместная, и вот я не знаю, как твой приятель...
— Он в тарантасе поедет, — перебил вполголоса Аркадий. — Ты с ним, пожалуйста, не церемонься. Он чудесный малый, такой простой — ты увидишь.
Кучер Николая Петровича вывел лошадей.
— Ну, поворачивайся, толстобородый! — обратился Базаров к ямщику.
— Слышь, Митюха, — подхватил другой тут же стоявший ямщик с руками, засунутыми в задние прорехи тулупа, — барин-то тебя как прозвал? Толстобородый и есть."	Отца и дети		"{""label"":""per""\,""offset"":82\,""length"":16\,""segment"":""Николай Петрович""},{""label"":""per""\,""offset"":330\,""length"":16\,""segment"":""Николай Петрович""},{""label"":""per_oblique""\,""offset"":450\,""length"":6\,""segment"":""папаша""},{""label"":""per_oblique""\,""offset"":507\,""length"":4\,""segment"":""отец""},{""label"":""pro""\,""offset"":671\,""length"":3\,""segment"":""ему""},{""label"":""pro""\,""offset"":707\,""length"":1\,""segment"":""Я""},{""label"":""per""\,""offset"":787\,""length"":16\,""segment"":""Николай Петрович""},{""label"":""pro""\,""offset"":1001\,""length"":1\,""segment"":""я""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa67ed7cf67476617efc6e	0002427d51--63f9e6b06e98d13e2ac08d47	0002427d51--63fa67ed7cf67476617efc6e	4d9d450e2a627af9c3781e165434d355	SUBMITTED	2023-02-25T19:56:29.858		
8	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Анна Павловна Шерер	"- Вы никогда не думали о том, чтобы женить вашего блудного сына Анатоля? Говорят, - сказала она, - что старые девицы имеют манию женить. Я еще не чувствую за собою этой слабости, но у меня есть одна маленькая особа , которая очень несчастлива с отцом, наша родственница, княжна Болконская. - Князь Василий не отвечал, хотя с свойственною светским людям быстротой соображения и памяти показал движением головы, что он принял к соображению эти сведения.
- Нет, вы знаете ли, что этот Анатоль мне стоит 40.000 в год, - сказал он, видимо, не в силах удерживать печальный ход своих мыслей. Он помолчал.
- Что будет через пять лет, если это пойдет так? Вот выгода быть отцом. Она богата, ваша княжна?
- Отец очень богат и скуп. Он живет в деревне. Знаете, этот известный князь Болконский, отставленный еще при покойном императоре и прозванный прусским королем. Он очень умный человек, но со странностями и тяжелый. Бедняжка несчастлива, как камни. У нее брат, вот что недавно женился на Lise Мейнен, адъютант Кутузова. Он будет нынче у меня.
- Послушайте, милая Аннет, - сказал князь, взяв вдруг свою собеседницу за руку и пригибая ее почему-то книзу. - Устройте мне это дело, и я навсегда ваш вернейший раб как пишет мне мой староста донесенья: покой-ер-п!. Она хорошей фамилии и богата. Всё, что мне нужно."	Война и мир		"{""label"":""pro""\,""offset"":92\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":137\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":184\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":684\,""length"":4\,""segment"":""ваша""},{""label"":""pro""\,""offset"":1033\,""length"":4\,""segment"":""меня""},{""label"":""per""\,""offset"":1060\,""length"":5\,""segment"":""Аннет""},{""label"":""pro""\,""offset"":1130\,""length"":2\,""segment"":""ее""},{""label"":""pro""\,""offset"":1188\,""length"":3\,""segment"":""ваш""}"					https://toloka.yandex.ru/task/37911889/0002427d51--63fa687b5628fb35222ea704	0002427d51--63f9e6a06e98d13e2ac08b80	0002427d51--63fa687b5628fb35222ea704	4d9d450e2a627af9c3781e165434d355	SUBMITTED	2023-02-25T19:58:51.431		
