INPUT:id	INPUT:url	INPUT:name	INPUT:text	INPUT:title	INPUT:no_per	INPUT:input_data	INPUT:assignment_id	GOLDEN:path	GOLDEN:no_per	GOLDEN:result	TASK:id
2	https://ilibrary.ru/text/96/p.1/index.html	Петр Кирсанов, отец Николая Петровича Кирсанова	Зовут его Николаем Петровичем Кирсановым. У него в пятнадцати верстах от постоялого дворика хорошее имение в двести душ, или, как он выражается с тех пор, как размежевался с крестьянами и завел «ферму», — в две тысячи десятин земли. Отец его, боевой генерал 1812 года, полуграмотный, грубый, но не злой русский человек, всю жизнь свою тянул лямку, командовал сперва бригадой, потом дивизией и постоянно жил в провинции, где в силу своего чина играл довольно значительную роль. Николай Петрович родился на юге России, подобно старшему своему брату Павлу, о котором речь впереди, и воспитывался до четырнадцатилетнего возраста дома, окруженный дешевыми гувернерами, развязными, но подобострастными адъютантами и прочими полковыми и штабными личностями. Родительница его, из фамилии Колязиных, в девицах Agathe, а в генеральшах Агафоклея Кузьминишна Кирсанова, принадлежала к числу «матушек-командирш», носила пышные чепцы и шумные шелковые платья, в церкви подходила первая ко кресту, говорила громко и много, допускала детей утром к ручке, на ночь их благословляла, — словом, жила в свое удовольствие.	Отца и дети		"{""label"":""per_oblique""\,""offset"":233\,""length"":4\,""segment"":""Отец""},{""label"":""pro""\,""offset"":431\,""length"":6\,""segment"":""своего""}"	0002427d51--63faf2647cf67476618847cd	no		"{""label"":""per_oblique""\,""offset"":233\,""length"":4\,""segment"":""Отец""},{""label"":""pro""\,""offset"":431\,""length"":6\,""segment"":""своего""}"	000243b278--64009c59f7e0cf7f31831571
11	https://ilibrary.ru/text/12/p.6/index.html	княгиня Лиговская	"Я повернулся и пошел от него прочь. С полчаса гулял я по виноградным аллеям, по известчатым скалам и висящим между них кустарникам. Становилось жарко, и я поспешил домой. Проходя мимо кислосерного источника, я остановился у крытой галереи, чтоб вздохнуть под ее тенью, это доставило мне случай быть свидетелем довольно любопытной сцены. Действующие лица находились вот в каком положении. Княгиня с московским франтом сидела на лавке в крытой галерее, и оба были заняты, кажется, серьезным разговором. Княжна, вероятно допив уж последний стакан, прохаживалась задумчиво у колодца. Грушницкий стоял у самого колодца; больше на площадке никого не было.

Я подошел ближе и спрятался за угол галереи. В эту минуту Грушницкий уронил свой стакан на песок и усиливался нагнуться, чтоб его поднять: больная нога ему мешала. Бежняжка! как он ухитрялся, опираясь на костыль, и все напрасно. Выразительное лицо его в самом деле изображало страдание.

Княжна Мери видела все это лучше меня."	Герой нашего времени		"{""label"":""per_oblique""\,""offset"":388\,""length"":7\,""segment"":""Княгиня""}"	0002427d51--63fa2008b9d1e334136a4b56	yes		"{""label"":""per_oblique""\,""offset"":388\,""length"":7\,""segment"":""Княгиня""}"	000243b278--64009c59f7e0cf7f31831572
5	https://ilibrary.ru/text/12/p.6/index.html	Григорий Печорин	Оборачиваюсь: Грушницкий! Мы обнялись. Я познакомился с ним в действующем отряде. Он был ранен пулей в ногу и поехал на воды с неделю прежде меня. Грушницкий — юнкер. Он только год в службе, носит, по особенному роду франтовства, толстую солдатскую шинель. У него георгиевский солдатский крестик. Он хорошо сложен, смугл и черноволос; ему на вид можно дать двадцать пять лет, хотя ему едва ли двадцать один год. Он закидывает голову назад, когда говорит, и поминутно крутит усы левой рукой, ибо правою опирается на костыль. Говорит он скоро и вычурно: он из тех людей, которые на все случаи жизни имеют готовые пышные фразы, которых просто прекрасное не трогает и которые важно драпируются в необыкновенные чувства, возвышенные страсти и исключительные страдания. Производить эффект — их наслаждение; они нравятся романтическим провинциалкам до безумия. Под старость они делаются либо мирными помещиками, либо пьяницами — иногда тем и другим. В их душе часто много добрых свойств, но ни на грош поэзии. Грушницкого страсть была декламировать: он закидывал вас словами, как скоро разговор выходил из круга обыкновенных понятий; спорить с ним я никогда не мог. Он не отвечает на ваши возражения, он вас не слушает. Только что вы остановитесь, он начинает длинную тираду, по-видимому имеющую какую-то связь с тем, что вы сказали, но которая в самом деле есть только продолжение его собственной речи.	Герой нашего времени		"{""label"":""pro""\,""offset"":39\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":1141\,""length"":1\,""segment"":""я""}"	0002427d51--63fa75ee5628fb35222f8e26	yes		"{""label"":""pro""\,""offset"":39\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":1141\,""length"":1\,""segment"":""я""}"	000243b278--64009c59f7e0cf7f31831573
1	https://ilibrary.ru/text/69/p.1/index.html	Госпожа Зарницына, хозяйка квартиры	"Глава 1

В начале июля, в чрезвычайно жаркое время, под вечер, один молодой человек вышел из своей каморки, которую нанимал от жильцов в С — м переулке, на улицу и медленно, как бы в нерешимости, отправился к К — ну мосту.

Он благополучно избегнул встречи с своею хозяйкой на лестнице. Каморка его приходилась под самою кровлей высокого пятиэтажного дома и походила более на шкаф, чем на квартиру. Квартирная же хозяйка его, у которой он нанимал эту каморку с обедом и прислугой, помещалась одною лестницей ниже, в отдельной квартире, и каждый раз, при выходе на улицу, ему непременно надо было проходить мимо хозяйкиной кухни, почти всегда настежь отворенной на лестницу. И каждый раз молодой человек, проходя мимо, чувствовал какое-то болезненное и трусливое ощущение, которого стыдился и от которого морщился. Он был должен кругом хозяйке и боялся с нею встретиться."	Преступление и наказание		"{""label"":""per_oblique""\,""offset"":265\,""length"":8\,""segment"":""хозяйкой""},{""label"":""per_oblique""\,""offset"":413\,""length"":7\,""segment"":""хозяйка""},{""label"":""per_oblique""\,""offset"":611\,""length"":10\,""segment"":""хозяйкиной""},{""label"":""per_oblique""\,""offset"":835\,""length"":7\,""segment"":""хозяйке""},{""label"":""pro""\,""offset"":854\,""length"":3\,""segment"":""нею""}"	0002427d51--63faf3193d101946d969c3bc	no		"{""label"":""per_oblique""\,""offset"":265\,""length"":8\,""segment"":""хозяйкой""},{""label"":""per_oblique""\,""offset"":413\,""length"":7\,""segment"":""хозяйка""},{""label"":""per_oblique""\,""offset"":611\,""length"":10\,""segment"":""хозяйкиной""},{""label"":""per_oblique""\,""offset"":835\,""length"":7\,""segment"":""хозяйке""},{""label"":""pro""\,""offset"":854\,""length"":3\,""segment"":""нею""}"	000243b278--64009c59f7e0cf7f31831574
6	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Елена Васильевна Курагина, дочь князя Василия Курагина	"- Барон Функе рекомендован императрице-матери ее сестрою, - только сказала она грустным, сухим тоном. В то время, как Анна Павловна назвала императрицу, лицо ее вдруг представило глубокое и искреннее выражение преданности и уважения, соединенное с грустью, что с ней бывало каждый раз, когда она в разговоре упоминала о своей высокой покровительнице. Она сказала, что ее величество изволила оказать барону Функе много уважения, и опять взгляд ее подернулся грустью.

Князь равнодушно замолк. Анна Павловна, с свойственною ей придворною и женскою ловкостью и быстротою такта, захотела и щелконуть князя за то, что он дерзнул так отозваться о лице, рекомендованном императрице, и в то же время утешить его.

- Кстати о вашей семье, - сказала она, - знаете ли, что ваша дочь с тех пор, как выезжает, составляет восторг всего общества. Ее находят прекрасною, как день.

Князь наклонился в знак уважения и признательности.

- Я часто думаю, - продолжала Анна Павловна после минутного молчания, подвигаясь к князю и ласково улыбаясь ему, как будто выказывая этим, что политические и светские разговоры кончены и теперь начинается задушевный, - я часто думаю, как иногда несправедливо распределяется счастие жизни. За что вам судьба дала таких двух славных детей (исключая Анатоля, вашего меньшого, я его не люблю, - вставила она безапелляционно, приподняв брови) - таких прелестных детей? А вы, право, менее всех цените их и потому их не стоите.

И она улыбнулась своею восторженною улыбкой.

- Чего вы хотите? Лафатер сказал бы, что у меня нет шишки родительской любви, - сказал князь."	Война и мир		"{""label"":""per_oblique""\,""offset"":767\,""length"":4\,""segment"":""дочь""},{""label"":""pro""\,""offset"":832\,""length"":2\,""segment"":""Ее""}"	0002427d51--63faf581bcb5d37e2adbefb0	no		"{""label"":""per_oblique""\,""offset"":767\,""length"":4\,""segment"":""дочь""},{""label"":""pro""\,""offset"":832\,""length"":2\,""segment"":""Ее""}"	000243b278--64009c59f7e0cf7f31831575
10	https://ilibrary.ru/text/12/p.6/index.html	Григорий Печорин	"Хорошенькая княжна обернулась и подарила оратора долгим любопытным взором. Выражение этого взора было очень неопределенно, но не насмешливо, с чем я внутренно от души его поздравил.

— Эта княжна Мери прехорошенькая, — сказал я ему. — У нее такие бархатные глаза — именно бархатные: я тебе советую присвоить это выражение, говоря об ее глазах; нижние и верхние ресницы так длинны, что лучи солнца не отражаются в ее зрачках. Я люблю эти глаза без блеска: они так мягки, они будто бы тебя гладят... Впрочем, кажется, в ее лице только и есть хорошего... А что, у нее зубы белы? Это очень важно! жаль, что она не улыбнулась на твою пышную фразу.

— Ты говоришь о хорошенькой женщине, как об английской лошади, — сказал Грушницкий с негодованием.

— Mon cher, — отвечал я ему, стараясь подделаться под его тон, — je méprise les femmes pour ne pas les aimer car autrement la vie serait un mélodrame trop ridicule 5."	Герой нашего времени	True		0002427d51--63fa74948b2e143ff7f1a6e9	no			000243b278--64009c59f7e0cf7f31831576
3	https://ilibrary.ru/text/96/p.1/index.html	Николай Петрович Кирсанов	В качестве генеральского сына Николай Петрович — хотя не только не отличался храбростью, но даже заслужил прозвище трусишки — должен был, подобно брату Павлу, поступить в военную службу; но он переломил себе ногу в самый тот день, когда уже прибыло известие об его определении, и, пролежав два месяца в постели, на всю жизнь остался «хроменьким». Отец махнул на него рукой и пустил его по штатской. Он повез его в Петербург, как только ему минул восемнадцатый год, и поместил его в университет. Кстати, брат его о ту пору вышел офицером в гвардейский полк. Молодые люди стали жить вдвоем, на одной квартире, под отдаленным надзором двоюродного дяди с материнской стороны, Ильи Колязина, важного чиновника. Отец их вернулся к своей дивизии и к своей супруге и лишь изредка присылал сыновьям большие четвертушки серой бумаги, испещренные размашистым писарским почерком. На конце этих четвертушек красовались старательно окруженные «выкрутасами» слова: «Пиотр Кирсаноф, генерал-майор». В 1835 году Николай Петрович вышел из университета кандидатом, и в том же году генерал Кирсанов, уволенный в отставку за неудачный смотр, приехал в Петербург с женою на житье. Он нанял было дом у Таврического сада и записался в английский клуб, но внезапно умер от удара. Агафоклея Кузьминишна скоро за ним последовала: она не могла привыкнуть к глухой столичной жизни; тоска отставного существованья ее загрызла.	Отца и дети		"{""label"":""per""\,""offset"":11\,""length"":35\,""segment"":""генеральского сына Николай Петрович""},{""label"":""pro""\,""offset"":190\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":203\,""length"":4\,""segment"":""себе""},{""label"":""pro""\,""offset"":261\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":362\,""length"":4\,""segment"":""него""},{""label"":""pro""\,""offset"":382\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":408\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":436\,""length"":3\,""segment"":""ему""},{""label"":""pro""\,""offset"":476\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":508\,""length"":3\,""segment"":""его""},{""label"":""per_oblique""\,""offset"":557\,""length"":12\,""segment"":""Молодые люди""},{""label"":""pro""\,""offset"":711\,""length"":2\,""segment"":""их""},{""label"":""per_oblique""\,""offset"":781\,""length"":8\,""segment"":""сыновьям""},{""label"":""per""\,""offset"":995\,""length"":16\,""segment"":""Николай Петрович""}"	0002427d51--63faee2103bd740763632a70	no		"{""label"":""per""\,""offset"":11\,""length"":35\,""segment"":""генеральского сына Николай Петрович""},{""label"":""pro""\,""offset"":190\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":203\,""length"":4\,""segment"":""себе""},{""label"":""pro""\,""offset"":261\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":362\,""length"":4\,""segment"":""него""},{""label"":""pro""\,""offset"":382\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":408\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":436\,""length"":3\,""segment"":""ему""},{""label"":""pro""\,""offset"":476\,""length"":3\,""segment"":""его""},{""label"":""pro""\,""offset"":508\,""length"":3\,""segment"":""его""},{""label"":""per_oblique""\,""offset"":557\,""length"":12\,""segment"":""Молодые люди""},{""label"":""pro""\,""offset"":711\,""length"":2\,""segment"":""их""},{""label"":""per_oblique""\,""offset"":781\,""length"":8\,""segment"":""сыновьям""},{""label"":""per""\,""offset"":995\,""length"":16\,""segment"":""Николай Петрович""}"	000243b278--64009c59f7e0cf7f31831577
7	https://ilibrary.ru/text/96/p.2/index.html	Евгений Васильевич Базаров	"— Надеюсь, любезнейший Евгений Васильич, что вы не соскучитесь у нас, — продолжал Николай Петрович.

Тонкие губы Базарова чуть тронулись; но он ничего не отвечал и только приподнял фуражку. Его темно-белокурые волосы, длинные и густые, не скрывали крупных выпуклостей просторного черепа.

— Так как же, Аркадий, — заговорил опять Николай Петрович, оборачиваясь к сыну, — сейчас закладывать лошадей, что ли? Или вы отдохнуть хотите?

— Дома отдохнем, папаша; вели закладывать.

— Сейчас, сейчас, — подхватил отец. — Эй, Петр, слышишь? Распорядись, братец, поживее.

Петр, который в качестве усовершенствованного слуги не подошел к ручке барича, а только издали поклонился ему, снова скрылся под воротами.

— Я здесь с коляской, но и для твоего тарантаса есть тройка, — хлопотливо говорил Николай Петрович, между тем как Аркадий пил воду из железного ковшика, принесенного хозяйкой постоялого двора, а Базаров закурил трубку и подошел к ямщику, отпрягавшему лошадей, — только коляска двухместная, и вот я не знаю, как твой приятель...

— Он в тарантасе поедет, — перебил вполголоса Аркадий. — Ты с ним, пожалуйста, не церемонься. Он чудесный малый, такой простой — ты увидишь.

Кучер Николая Петровича вывел лошадей.

— Ну, поворачивайся, толстобородый! — обратился Базаров к ямщику.

— Слышь, Митюха, — подхватил другой тут же стоявший ямщик с руками, засунутыми в задние прорехи тулупа, — барин-то тебя как прозвал? Толстобородый и есть."	Отца и дети		"{""label"":""per""\,""offset"":23\,""length"":16\,""segment"":""Евгений Васильич""},{""label"":""pro""\,""offset"":45\,""length"":2\,""segment"":""вы""},{""label"":""per""\,""offset"":113\,""length"":8\,""segment"":""Базарова""},{""label"":""pro""\,""offset"":141\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":190\,""length"":3\,""segment"":""Его""},{""label"":""pro""\,""offset"":411\,""length"":2\,""segment"":""вы""},{""label"":""per_oblique""\,""offset"":636\,""length"":6\,""segment"":""барича""},{""label"":""pro""\,""offset"":671\,""length"":3\,""segment"":""ему""},{""label"":""per""\,""offset"":900\,""length"":7\,""segment"":""Базаров""},{""label"":""per_oblique""\,""offset"":1021\,""length"":8\,""segment"":""приятель""},{""label"":""pro""\,""offset"":1128\,""length"":2\,""segment"":""Он""},{""label"":""per""\,""offset"":1264\,""length"":7\,""segment"":""Базаров""}"	0002427d51--63fa9fe25628fb35223186d6	no		"{""label"":""per""\,""offset"":23\,""length"":16\,""segment"":""Евгений Васильич""},{""label"":""pro""\,""offset"":45\,""length"":2\,""segment"":""вы""},{""label"":""per""\,""offset"":113\,""length"":8\,""segment"":""Базарова""},{""label"":""pro""\,""offset"":141\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":190\,""length"":3\,""segment"":""Его""},{""label"":""pro""\,""offset"":411\,""length"":2\,""segment"":""вы""},{""label"":""per_oblique""\,""offset"":636\,""length"":6\,""segment"":""барича""},{""label"":""pro""\,""offset"":671\,""length"":3\,""segment"":""ему""},{""label"":""per""\,""offset"":900\,""length"":7\,""segment"":""Базаров""},{""label"":""per_oblique""\,""offset"":1021\,""length"":8\,""segment"":""приятель""},{""label"":""pro""\,""offset"":1128\,""length"":2\,""segment"":""Он""},{""label"":""per""\,""offset"":1264\,""length"":7\,""segment"":""Базаров""}"	000243b278--64009c59f7e0cf7f31831578
14	https://ilibrary.ru/text/12/p.6/index.html	Княжна Мери, дочь княгини Лиговской	Молча с Грушницким спустились мы с горы и прошли по бульвару, мимо окон дома, где скрылась наша красавица. Она сидела у окна. Грушницкий, дернув меня за руку, бросил на нее один из тех мутно-нежных взглядов, которые так мало действуют на женщин. Я навел на нее лорнет и заметил, что она от его взгляда улыбнулась, а что мой дерзкий лорнет рассердил ее не на шутку. И как, в самом деле, смеет кавказский армеец наводить стеклышко на московскую княжну?..	Герой нашего времени		"{""label"":""per_oblique""\,""offset"":91\,""length"":14\,""segment"":""наша красавица""},{""label"":""pro""\,""offset"":107\,""length"":3\,""segment"":""Она""},{""label"":""pro""\,""offset"":169\,""length"":3\,""segment"":""нее""},{""label"":""per_oblique""\,""offset"":432\,""length"":17\,""segment"":""московскую княжну""}"	0002427d51--63fa08d3b2ea832f6f8a0e69	no		"{""label"":""per_oblique""\,""offset"":91\,""length"":14\,""segment"":""наша красавица""},{""label"":""pro""\,""offset"":107\,""length"":3\,""segment"":""Она""},{""label"":""pro""\,""offset"":169\,""length"":3\,""segment"":""нее""},{""label"":""per_oblique""\,""offset"":432\,""length"":17\,""segment"":""московскую княжну""}"	000243b278--64009c59f7e0cf7f31831579
8	https://ru.wikisource.org/wiki/Война_и_мир_(Толстой)/Том_I/Часть_I/Глава_I	Анатолий Курагин, сын Василия Курагина	"- Вы никогда не думали о том, чтобы женить вашего блудного сына Анатоля? Говорят, - сказала она, - что старые девицы имеют манию женить. Я еще не чувствую за собою этой слабости, но у меня есть одна маленькая особа , которая очень несчастлива с отцом, наша родственница, княжна Болконская. - Князь Василий не отвечал, хотя с свойственною светским людям быстротой соображения и памяти показал движением головы, что он принял к соображению эти сведения.

- Нет, вы знаете ли, что этот Анатоль мне стоит 40.000 в год, - сказал он, видимо, не в силах удерживать печальный ход своих мыслей. Он помолчал.

- Что будет через пять лет, если это пойдет так? Вот выгода быть отцом. Она богата, ваша княжна?

- Отец очень богат и скуп. Он живет в деревне. Знаете, этот известный князь Болконский, отставленный еще при покойном императоре и прозванный прусским королем. Он очень умный человек, но со странностями и тяжелый. Бедняжка несчастлива, как камни. У нее брат, вот что недавно женился на Lise Мейнен, адъютант Кутузова. Он будет нынче у меня.

- Послушайте, милая Аннет, - сказал князь, взяв вдруг свою собеседницу за руку и пригибая ее почему-то книзу. - Устройте мне это дело, и я навсегда ваш вернейший раб как пишет мне мой староста донесенья: покой-ер-п!. Она хорошей фамилии и богата. Всё, что мне нужно."	Война и мир		"{""label"":""per""\,""offset"":64\,""length"":7\,""segment"":""Анатоля""},{""label"":""per""\,""offset"":483\,""length"":7\,""segment"":""Анатоль""}"	0002427d51--63fa6f7e6e98d13e2acbe9e1	yes		"{""label"":""per""\,""offset"":64\,""length"":7\,""segment"":""Анатоля""},{""label"":""per""\,""offset"":483\,""length"":7\,""segment"":""Анатоль""}"	000243b278--64009c59f7e0cf7f3183157a
