INPUT:id	INPUT:url	INPUT:name	INPUT:text	INPUT:title	OUTPUT:no_per	OUTPUT:result	GOLDEN:no_per	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
11	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	Началось спокойное течение служебного дня. Никто не тревожил стол регистрации смертей и браков. В окно было видно, как граждане, поеживаясь от весеннего холодка, разбредались по своим делам. Ровно в полдень запел петух в кооперативе «Плуг и молот». Никто этому не удивился. Потом раздалось металлическое кряканье и клекот мотора. С улицы «Им. тов. Губернского» выкатился плотный клуб фиолетового дыма. Клекот усилился. Из-за дыма вскоре появились контуры уисполкомовского автомобиля Гос. № 1 с крохотным радиатором и громоздким кузовом. Автомобиль, барахтаясь в грязи, пересек Старопанскую площадь и, колыхаясь, исчез в ледовитом дыму, а служащие долго еще стояли у окна, комментируя происшествие и ставя его в связь с возможным сокращением штата. Через некоторое время по деревянным мосткам противоположной стороны площади осторожно прошел мастер Безенчук. Безенчук целыми днями шатался по городу, выпытывая, не умер ли кто. Наступил узаконенный получасовой перерыв для завтрака. Раздалось полнозвучное чавканье. Старушку, пришедшую регистрировать внучонка, отогнали на середину площади. Переписчик Сапежников[*] начал, досконально уже всем известный, цикл охотничьих рассказов. Весь смысл этих рассказов сводился к тому, что на охоте приятно и даже необходимо пить водку. Ничего больше от него нельзя было добиться.	12 стульев		"{""label"":""per""\,""offset"":841\,""length"":15\,""segment"":""мастер Безенчук""},{""label"":""per""\,""offset"":858\,""length"":8\,""segment"":""Безенчук""}"					00024333bf--63fe1cea6224c16e7bafeb31	00024333bf--63fe32c53c26165e72db5ede	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
11	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Сапежников	Началось спокойное течение служебного дня. Никто не тревожил стол регистрации смертей и браков. В окно было видно, как граждане, поеживаясь от весеннего холодка, разбредались по своим делам. Ровно в полдень запел петух в кооперативе «Плуг и молот». Никто этому не удивился. Потом раздалось металлическое кряканье и клекот мотора. С улицы «Им. тов. Губернского» выкатился плотный клуб фиолетового дыма. Клекот усилился. Из-за дыма вскоре появились контуры уисполкомовского автомобиля Гос. № 1 с крохотным радиатором и громоздким кузовом. Автомобиль, барахтаясь в грязи, пересек Старопанскую площадь и, колыхаясь, исчез в ледовитом дыму, а служащие долго еще стояли у окна, комментируя происшествие и ставя его в связь с возможным сокращением штата. Через некоторое время по деревянным мосткам противоположной стороны площади осторожно прошел мастер Безенчук. Безенчук целыми днями шатался по городу, выпытывая, не умер ли кто. Наступил узаконенный получасовой перерыв для завтрака. Раздалось полнозвучное чавканье. Старушку, пришедшую регистрировать внучонка, отогнали на середину площади. Переписчик Сапежников[*] начал, досконально уже всем известный, цикл охотничьих рассказов. Весь смысл этих рассказов сводился к тому, что на охоте приятно и даже необходимо пить водку. Ничего больше от него нельзя было добиться.	12 стульев		"{""label"":""per""\,""offset"":1089\,""length"":21\,""segment"":""Переписчик Сапежников""},{""label"":""pro""\,""offset"":1291\,""length"":4\,""segment"":""него""}"					00024333bf--63fe1ceb6224c16e7bafeb37	00024333bf--63fe32f6496e1e2c2a3b5f95	696c9600713a5044e12f791d25012c5f	SUBMITTED		
12	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	– Ну вот-с, – иронически сказал Ипполит Матвеевич, – вы только что изволили сказать, что раздавили эти самые две полбутылки[*] … Ну, а дальше что? – Дальше?.. А дальше я и говорю, что по зайцу нужно бить крупной дробью… Ну, вот… Проспорил мне на этом Григорий Васильевич диковинку… Ну и вот, раздавили мы диковинку и еще соточкой смочили. Так было дело. Ипполит Матвеевич раздраженно пыхнул папироской: – Ну, а зайцы как? Стреляли вы по ним крупной дробью? – Вы подождите, не перебивайте. Тут подъезжает на телеге Дачников, а у него, бродяги, под соломой целый гусь запрятан – четвертуха вина… Сапежников радостно захохотал, обнажив светлые десны: – Вчетвером целого гуся одолели и легли спать, тем более на охоту чуть свет выходить надо. Утром встаем. Темно еще, холодно. Одним словом, драже прохладительное… Ну, у меня полшишки нашлось. Выпили. Чувствуем, не хватает. Драманж![*] Баба двадцатку донесла. Была там в деревне колдовница такая – вином торгует… – Когда же вы охотились-то, позвольте полюбопытствовать?	12 стульев		"{""label"":""per""\,""offset"":32\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":354\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":459\,""length"":2\,""segment"":""Вы""}"					00024333bf--63fe1ceb6224c16e7bafeb3b	00024333bf--63fe32f82ca6df4e1ec590f6	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
13	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	– А тогда ж и охотились… Что с Григорий Васильевичем делалось!.. Я, вы знаете, никогда не блюю… И даже еще мерзавчика раздавил для легкости. А Донников, бродяга, опять на телеге укатил. «Не расходитесь, говорит, ребята. Я сейчас еще кой-чего довезу». Ну, и довез, конечно. И все сороковками – других в «Молоте» не было. Даже собак напоили… – А охота?! Охота?! – закричали все. – С пьяными собаками какая же охота? – обижаясь, сказал Сапежников. – М-мальчишка! – прошептал Ипполит Матвеевич и, негодуя, направился к своему столу. Этим узаконенный получасовой перерыв для завтрака завершился. Служебный день подходил к концу. На соседней желтенькой с белым колокольне что есть мочи забили в колокола. Дрожали стекла. С колокольни посыпались галки, помитинговали над площадью и унеслись. Вечернее небо леденело над опустевшей площадью. В канцелярию вошел рыжий бородатый милиционер в форменной фуражке[*], тулупе с косматым воротником. Под мышкой милиционер осторожно держал маленькую разносную книгу в засаленном полотняном переплете. Застенчиво ступая своими слоновьими сапогами, милиционер подошел к Ипполиту Матвеевичу и налег грудью на тщедушные перильца.	12 стульев		"{""label"":""per""\,""offset"":472\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":1100\,""length"":19\,""segment"":""Ипполиту Матвеевичу""}"					00024333bf--63fe1cec6224c16e7bafeb48	00024333bf--63fe331b088fb000cb75cca9	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
13	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Сапежников	– А тогда ж и охотились… Что с Григорий Васильевичем делалось!.. Я, вы знаете, никогда не блюю… И даже еще мерзавчика раздавил для легкости. А Донников, бродяга, опять на телеге укатил. «Не расходитесь, говорит, ребята. Я сейчас еще кой-чего довезу». Ну, и довез, конечно. И все сороковками – других в «Молоте» не было. Даже собак напоили… – А охота?! Охота?! – закричали все. – С пьяными собаками какая же охота? – обижаясь, сказал Сапежников. – М-мальчишка! – прошептал Ипполит Матвеевич и, негодуя, направился к своему столу. Этим узаконенный получасовой перерыв для завтрака завершился. Служебный день подходил к концу. На соседней желтенькой с белым колокольне что есть мочи забили в колокола. Дрожали стекла. С колокольни посыпались галки, помитинговали над площадью и унеслись. Вечернее небо леденело над опустевшей площадью. В канцелярию вошел рыжий бородатый милиционер в форменной фуражке[*], тулупе с косматым воротником. Под мышкой милиционер осторожно держал маленькую разносную книгу в засаленном полотняном переплете. Застенчиво ступая своими слоновьими сапогами, милиционер подошел к Ипполиту Матвеевичу и налег грудью на тщедушные перильца.	12 стульев		"{""label"":""pro""\,""offset"":65\,""length"":1\,""segment"":""Я""},{""label"":""per""\,""offset"":433\,""length"":10\,""segment"":""Сапежников""},{""label"":""per_oblique""\,""offset"":447\,""length"":11\,""segment"":""М-мальчишка""}"					00024333bf--63fe1cec6224c16e7bafeb4e	00024333bf--63fe331fd879095ee511c122	696c9600713a5044e12f791d25012c5f	SUBMITTED		
12	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Сапежников	– Ну вот-с, – иронически сказал Ипполит Матвеевич, – вы только что изволили сказать, что раздавили эти самые две полбутылки[*] … Ну, а дальше что? – Дальше?.. А дальше я и говорю, что по зайцу нужно бить крупной дробью… Ну, вот… Проспорил мне на этом Григорий Васильевич диковинку… Ну и вот, раздавили мы диковинку и еще соточкой смочили. Так было дело. Ипполит Матвеевич раздраженно пыхнул папироской: – Ну, а зайцы как? Стреляли вы по ним крупной дробью? – Вы подождите, не перебивайте. Тут подъезжает на телеге Дачников, а у него, бродяги, под соломой целый гусь запрятан – четвертуха вина… Сапежников радостно захохотал, обнажив светлые десны: – Вчетвером целого гуся одолели и легли спать, тем более на охоту чуть свет выходить надо. Утром встаем. Темно еще, холодно. Одним словом, драже прохладительное… Ну, у меня полшишки нашлось. Выпили. Чувствуем, не хватает. Драманж![*] Баба двадцатку донесла. Была там в деревне колдовница такая – вином торгует… – Когда же вы охотились-то, позвольте полюбопытствовать?	12 стульев		"{""label"":""pro""\,""offset"":53\,""length"":2\,""segment"":""вы""},{""label"":""pro""\,""offset"":168\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":239\,""length"":3\,""segment"":""мне""},{""label"":""pro""\,""offset"":302\,""length"":2\,""segment"":""мы""},{""label"":""pro""\,""offset"":431\,""length"":2\,""segment"":""вы""},{""label"":""per""\,""offset"":594\,""length"":10\,""segment"":""Сапежников""},{""label"":""pro""\,""offset"":816\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":970\,""length"":2\,""segment"":""вы""}"					00024333bf--63fe1ceb6224c16e7bafeb43	00024333bf--63fe335e6f345c19c974b403	696c9600713a5044e12f791d25012c5f	SUBMITTED		
14	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	– Здорово, товарищ, – густо сказал милиционер, доставая из разносной книги большой документ, – товарищ начальник до вас прислал, доложить на ваше распоряжение, чтоб зарегистрировать. Ипполит Матвеевич принял бумагу, расписался в получении и принялся ее просматривать. Бумага была такого содержания: «Служебная записка. В загс. Тов. Воробьянинов! Будь добрый. У меня как раз сын народился. В 3 часа 15 минут утра. Так ты его зарегистрируй вне очереди, без излишней волокиты. Имя сына – Иван, а фамилия моя. С коммунистическим пока Замначальника Умилиции Перервин». Ипполит Матвеевич заспешил и без излишней волокиты, а также вне очереди (тем более, что ее никогда и не бывало) зарегистрировал дитя Умилиции. От милиционера пахло табаком, как от Петра Великого, и деликатный Ипполит Матвеевич свободно вздохнул лишь тогда, когда милиционер ушел.	12 стульев		"{""label"":""per_oblique""\,""offset"":11\,""length"":7\,""segment"":""товарищ""},{""label"":""pro""\,""offset"":116\,""length"":3\,""segment"":""вас""},{""label"":""pro""\,""offset"":141\,""length"":4\,""segment"":""ваше""},{""label"":""per""\,""offset"":183\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":327\,""length"":17\,""segment"":""Тов. Воробьянинов""},{""label"":""pro""\,""offset"":417\,""length"":2\,""segment"":""ты""},{""label"":""per""\,""offset"":564\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":773\,""length"":17\,""segment"":""Ипполит Матвеевич""}"					00024333bf--63fe1cec6224c16e7bafeb54	00024333bf--63fe33a8d38b5c21539012cc	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
15	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	Пора было уходить и Ипполиту Матвеевичу. Все, что имело родиться в этот день, – родилось и было записано в толстые книги. Все, кто хотели обвенчаться, – были повенчаны и тоже записаны в толстые книги. И не было лишь, к явному разорению гробовщиков, ни одного смертного случая. Ипполит Матвеевич сложил дела, спрятал в ящик войлочную подушечку, распушил гребенкой усы и уже было, мечтая об огнедышащем супе, собрался пойти прочь, – как дверь канцелярии распахнулась и на пороге ее появился гробовых дел мастер Безенчук. – Почет дорогому гостю, – улыбнулся Ипполит Матвеевич. – Что скажешь? Хотя дикая рожа мастера Безенчука и сияла в наступивших сумерках, но сказать он ничего не смог. – Ну? – сказал Ипполит Матвеевич более строго. – «Нимфа», туды ее в качель, разве товар дает? – смутно молвил гробовой мастер. – Разве ж она может покупателя удовлетворить? Гроб – он одного лесу сколько требует… – Чего? – спросил Ипполит Матвеевич.	12 стульев		"{""label"":""per""\,""offset"":20\,""length"":19\,""segment"":""Ипполиту Матвеевичу""},{""label"":""per""\,""offset"":277\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":555\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":700\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":915\,""length"":17\,""segment"":""Ипполит Матвеевич""}"					00024333bf--63fe1cec6224c16e7bafeb58	00024333bf--63fe33ad088fb000cb75dbec	696c9600713a5044e12f791d25012c5f	SUBMITTED		
15	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	Пора было уходить и Ипполиту Матвеевичу. Все, что имело родиться в этот день, – родилось и было записано в толстые книги. Все, кто хотели обвенчаться, – были повенчаны и тоже записаны в толстые книги. И не было лишь, к явному разорению гробовщиков, ни одного смертного случая. Ипполит Матвеевич сложил дела, спрятал в ящик войлочную подушечку, распушил гребенкой усы и уже было, мечтая об огнедышащем супе, собрался пойти прочь, – как дверь канцелярии распахнулась и на пороге ее появился гробовых дел мастер Безенчук. – Почет дорогому гостю, – улыбнулся Ипполит Матвеевич. – Что скажешь? Хотя дикая рожа мастера Безенчука и сияла в наступивших сумерках, но сказать он ничего не смог. – Ну? – сказал Ипполит Матвеевич более строго. – «Нимфа», туды ее в качель, разве товар дает? – смутно молвил гробовой мастер. – Разве ж она может покупателя удовлетворить? Гроб – он одного лесу сколько требует… – Чего? – спросил Ипполит Матвеевич.	12 стульев		"{""label"":""per""\,""offset"":509\,""length"":8\,""segment"":""Безенчук""},{""label"":""per_oblique""\,""offset"":527\,""length"":14\,""segment"":""дорогому гостю""},{""label"":""per""\,""offset"":605\,""length"":17\,""segment"":""мастера Безенчука""},{""label"":""pro""\,""offset"":666\,""length"":2\,""segment"":""он""},{""label"":""per_oblique""\,""offset"":795\,""length"":15\,""segment"":""гробовой мастер""}"					00024333bf--63fe1ced6224c16e7bafeb5c	00024333bf--63fe33ae7e29ad63998cef2d	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
16	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	– Да вот «Нимфа»!.. Их три семейства с одной торговлишки живут. Уже у них и материал не тот, и отделка похуже, и кисть жидкая, туды ее в качель. А я – фирма старая. Основан в 1907 году. У меня гроб, как огурчик, отборный, на любителя… – Ты что же это, с ума сошел? – кротко спросил Ипполит Матвеевич и двинулся к выходу. – Обалдеешь ты среди своих гробов. Безенчук предупредительно распахнул дверь, пропустил Ипполита Матвеевича вперед, а сам увязался за ним, дрожа как бы от нетерпения. – Еще когда «Милости просим» были, тогда верно. Против ихнего глазету[*] ни одна фирма, даже в самой Твери, выстоять не могла,[*] туды ее в качель. А теперь, прямо скажу, – лучше моего товару нет. И не ищите даже. Ипполит Матвеевич с гневом обернулся, посмотрел секунду на Безенчука довольно сердито и зашагал несколько быстрее. Хотя никаких неприятностей по службе с ним сегодня не произошло, но почувствовал он себя довольно гадостно.	12 стульев		"{""label"":""per""\,""offset"":282\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":409\,""length"":19\,""segment"":""Ипполита Матвеевича""},{""label"":""pro""\,""offset"":455\,""length"":3\,""segment"":""ним""},{""label"":""per""\,""offset"":702\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":856\,""length"":3\,""segment"":""ним""},{""label"":""pro""\,""offset"":898\,""length"":2\,""segment"":""он""}"					00024333bf--63fe1ced6224c16e7bafeb62	00024333bf--63fe341dd2c0203a285a785d	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
16	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	– Да вот «Нимфа»!.. Их три семейства с одной торговлишки живут. Уже у них и материал не тот, и отделка похуже, и кисть жидкая, туды ее в качель. А я – фирма старая. Основан в 1907 году. У меня гроб, как огурчик, отборный, на любителя… – Ты что же это, с ума сошел? – кротко спросил Ипполит Матвеевич и двинулся к выходу. – Обалдеешь ты среди своих гробов. Безенчук предупредительно распахнул дверь, пропустил Ипполита Матвеевича вперед, а сам увязался за ним, дрожа как бы от нетерпения. – Еще когда «Милости просим» были, тогда верно. Против ихнего глазету[*] ни одна фирма, даже в самой Твери, выстоять не могла,[*] туды ее в качель. А теперь, прямо скажу, – лучше моего товару нет. И не ищите даже. Ипполит Матвеевич с гневом обернулся, посмотрел секунду на Безенчука довольно сердито и зашагал несколько быстрее. Хотя никаких неприятностей по службе с ним сегодня не произошло, но почувствовал он себя довольно гадостно.	12 стульев		"{""label"":""pro""\,""offset"":147\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":188\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":237\,""length"":2\,""segment"":""Ты""},{""label"":""pro""\,""offset"":333\,""length"":2\,""segment"":""ты""},{""label"":""per""\,""offset"":356\,""length"":8\,""segment"":""Безенчук""},{""label"":""pro""\,""offset"":439\,""length"":3\,""segment"":""сам""},{""label"":""pro""\,""offset"":667\,""length"":5\,""segment"":""моего""},{""label"":""per""\,""offset"":702\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":761\,""length"":9\,""segment"":""Безенчука""}"					00024333bf--63fe1ced6224c16e7bafeb66	00024333bf--63fe34220927753288247053	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
17	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Ипполит Матвеевич Воробьянинов	Трое владельцев «Нимфы» стояли у своего заведения в тех же позах, в каких Ипполит Матвеевич оставил их утром. Казалось, с тех пор они не сказали друг другу ни слова, но разительная перемена в их лицах, таинственная удовлетворенность, томно мерцавшая в их глазах, показывала, что им известно кое-что значительное. При виде своих коммерческих врагов Безенчук отчаянно махнул рукой, остановился и зашептал вслед Воробьянинову: – Уступлю за тридцать два рублика. Ипполит Матвеевич поморщился и ускорил шаг. – Можно в кредит, – добавил Безенчук. Трое же владельцев «Нимфы» ничего не говорили. Они молча устремились вслед за Воробьяниновым, беспрерывно снимая на ходу картузы и вежливо кланяясь. Рассерженный вконец глупыми приставаниями гробовщиков, Ипполит Матвеевич быстрее обыкновенного взбежал на крыльцо, раздраженно соскреб о ступеньку грязь с сапог и, испытывая сильнейшие приступы аппетита, вошел в сени. Навстречу ему из комнаты вышел священник церкви Фрола и Лавра отец Федор, пышущий жаром. Подобрав правой рукой рясу и не замечая Ипполита Матвеевича, отец Федор пронесся к выходу. Тут Ипполит Матвеевич заметил излишнюю чистоту, новый, режущий глаза беспорядок в расстановке немногочисленной мебели и ощутил щекотание в носу, происшедшее от сильного лекарственного запаха. В первой комнате Ипполита Матвеевича встретила соседка, жена агронома мадам Кузнецова. Она зашипела и замахала руками:	12 стульев		"{""label"":""per""\,""offset"":74\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":409\,""length"":13\,""segment"":""Воробьянинову""},{""label"":""per""\,""offset"":459\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":619\,""length"":14\,""segment"":""Воробьяниновым""},{""label"":""per""\,""offset"":745\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""pro""\,""offset"":918\,""length"":3\,""segment"":""ему""},{""label"":""per""\,""offset"":1037\,""length"":19\,""segment"":""Ипполита Матвеевича""},{""label"":""per""\,""offset"":1092\,""length"":17\,""segment"":""Ипполит Матвеевич""},{""label"":""per""\,""offset"":1297\,""length"":19\,""segment"":""Ипполита Матвеевича""}"					00024333bf--63fe1cee6224c16e7bafeb6b	00024333bf--63fe347509277532882478e9	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
17	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мастер Безенчук	Трое владельцев «Нимфы» стояли у своего заведения в тех же позах, в каких Ипполит Матвеевич оставил их утром. Казалось, с тех пор они не сказали друг другу ни слова, но разительная перемена в их лицах, таинственная удовлетворенность, томно мерцавшая в их глазах, показывала, что им известно кое-что значительное. При виде своих коммерческих врагов Безенчук отчаянно махнул рукой, остановился и зашептал вслед Воробьянинову: – Уступлю за тридцать два рублика. Ипполит Матвеевич поморщился и ускорил шаг. – Можно в кредит, – добавил Безенчук. Трое же владельцев «Нимфы» ничего не говорили. Они молча устремились вслед за Воробьяниновым, беспрерывно снимая на ходу картузы и вежливо кланяясь. Рассерженный вконец глупыми приставаниями гробовщиков, Ипполит Матвеевич быстрее обыкновенного взбежал на крыльцо, раздраженно соскреб о ступеньку грязь с сапог и, испытывая сильнейшие приступы аппетита, вошел в сени. Навстречу ему из комнаты вышел священник церкви Фрола и Лавра отец Федор, пышущий жаром. Подобрав правой рукой рясу и не замечая Ипполита Матвеевича, отец Федор пронесся к выходу. Тут Ипполит Матвеевич заметил излишнюю чистоту, новый, режущий глаза беспорядок в расстановке немногочисленной мебели и ощутил щекотание в носу, происшедшее от сильного лекарственного запаха. В первой комнате Ипполита Матвеевича встретила соседка, жена агронома мадам Кузнецова. Она зашипела и замахала руками:	12 стульев		"{""label"":""per""\,""offset"":348\,""length"":8\,""segment"":""Безенчук""},{""label"":""per""\,""offset"":531\,""length"":8\,""segment"":""Безенчук""}"					00024333bf--63fe1cee6224c16e7bafeb70	00024333bf--63fe349f2ca6df4e1ec5be5b	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
17	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мадам Кузнецова	Трое владельцев «Нимфы» стояли у своего заведения в тех же позах, в каких Ипполит Матвеевич оставил их утром. Казалось, с тех пор они не сказали друг другу ни слова, но разительная перемена в их лицах, таинственная удовлетворенность, томно мерцавшая в их глазах, показывала, что им известно кое-что значительное. При виде своих коммерческих врагов Безенчук отчаянно махнул рукой, остановился и зашептал вслед Воробьянинову: – Уступлю за тридцать два рублика. Ипполит Матвеевич поморщился и ускорил шаг. – Можно в кредит, – добавил Безенчук. Трое же владельцев «Нимфы» ничего не говорили. Они молча устремились вслед за Воробьяниновым, беспрерывно снимая на ходу картузы и вежливо кланяясь. Рассерженный вконец глупыми приставаниями гробовщиков, Ипполит Матвеевич быстрее обыкновенного взбежал на крыльцо, раздраженно соскреб о ступеньку грязь с сапог и, испытывая сильнейшие приступы аппетита, вошел в сени. Навстречу ему из комнаты вышел священник церкви Фрола и Лавра отец Федор, пышущий жаром. Подобрав правой рукой рясу и не замечая Ипполита Матвеевича, отец Федор пронесся к выходу. Тут Ипполит Матвеевич заметил излишнюю чистоту, новый, режущий глаза беспорядок в расстановке немногочисленной мебели и ощутил щекотание в носу, происшедшее от сильного лекарственного запаха. В первой комнате Ипполита Матвеевича встретила соседка, жена агронома мадам Кузнецова. Она зашипела и замахала руками:	12 стульев		"{""label"":""per_oblique""\,""offset"":1327\,""length"":7\,""segment"":""соседка""},{""label"":""per""\,""offset"":1336\,""length"":29\,""segment"":""жена агронома мадам Кузнецова""},{""label"":""pro""\,""offset"":1367\,""length"":3\,""segment"":""Она""}"					00024333bf--63fe1cee6224c16e7bafeb75	00024333bf--63fe34dbf6b08649eab1078f	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
18	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Мадам Кузнецова	– Ей хуже, она только что исповедовалась. Не стучите сапогами. – Я не стучу, – покорно ответил Ипполит Матвеевич. – Что же случилось? Мадам Кузнецова подобрала губы и показала рукой на дверь второй комнаты. – Сильнейший сердечный припадок. И, повторяя явно чужие слова, понравившиеся ей своей значительностью, добавила: – Не исключена возможность смертельного исхода. Я сегодня весь день на ногах. Прихожу утром за мясорубкой, смотрю – дверь открыта, в кухне никого, в этой комнате тоже, ну, я думала, что Клавдия Ивановна пошла за мукой для куличей, она давеча собиралась. Мука теперь, сами знаете, если не купишь заранее… Мадам Кузнецова долго бы еще рассказывала про муку, про дороговизну и про то, как она нашла Клавдию Ивановну лежащей у изразцовой печки в совершенно мертвенном состоянии, но стон, раздавшийся из соседней комнаты, больно поразил слух Ипполита Матвеевича. Он быстро перекрестился слегка онемевшей рукой и прошел в комнату тещи.	12 стульев		"{""label"":""per""\,""offset"":134\,""length"":15\,""segment"":""Мадам Кузнецова""},{""label"":""pro""\,""offset"":284\,""length"":2\,""segment"":""ей""},{""label"":""pro""\,""offset"":368\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":492\,""length"":1\,""segment"":""я""},{""label"":""per""\,""offset"":624\,""length"":15\,""segment"":""Мадам Кузнецова""},{""label"":""pro""\,""offset"":706\,""length"":3\,""segment"":""она""}"					00024333bf--63fe1cef6224c16e7bafeb79	00024333bf--63fe34dd9142cd65198180f1	88d4ae2462e6e7c1ff2ffda67c0169be	SUBMITTED		
18	https://онлайн-читать.рф/ильф-и-петров-12-стульев/#I	Клавдия Ивановна, теща Ипполита Воробьянинова	– Ей хуже, она только что исповедовалась. Не стучите сапогами. – Я не стучу, – покорно ответил Ипполит Матвеевич. – Что же случилось? Мадам Кузнецова подобрала губы и показала рукой на дверь второй комнаты. – Сильнейший сердечный припадок. И, повторяя явно чужие слова, понравившиеся ей своей значительностью, добавила: – Не исключена возможность смертельного исхода. Я сегодня весь день на ногах. Прихожу утром за мясорубкой, смотрю – дверь открыта, в кухне никого, в этой комнате тоже, ну, я думала, что Клавдия Ивановна пошла за мукой для куличей, она давеча собиралась. Мука теперь, сами знаете, если не купишь заранее… Мадам Кузнецова долго бы еще рассказывала про муку, про дороговизну и про то, как она нашла Клавдию Ивановну лежащей у изразцовой печки в совершенно мертвенном состоянии, но стон, раздавшийся из соседней комнаты, больно поразил слух Ипполита Матвеевича. Он быстро перекрестился слегка онемевшей рукой и прошел в комнату тещи.	12 стульев		"{""label"":""pro""\,""offset"":2\,""length"":2\,""segment"":""Ей""},{""label"":""per""\,""offset"":506\,""length"":16\,""segment"":""Клавдия Ивановна""},{""label"":""pro""\,""offset"":551\,""length"":3\,""segment"":""она""},{""label"":""per""\,""offset"":716\,""length"":16\,""segment"":""Клавдию Ивановну""},{""label"":""per_oblique""\,""offset"":944\,""length"":4\,""segment"":""тещи""}"					00024333bf--63fe1cef6224c16e7bafeb7e	00024333bf--63fe35016f345c19c974dad1	6f3b3bc5d0ee3f0960869e4e10c6030b	SUBMITTED		
